model,threshold,precision,recall,f1,f2,fp,fn,is_selected
linear_svm,0.76,0.5247237132933376,0.5146803766105055,0.5196535226242222,0.5166581686585169,7526,7835,False
linear_svm,0.77,0.5260314981127164,0.500681367690783,0.5130434782608696,0.5055540266693352,7283,8061,False
linear_svm,0.78,0.5275331136959591,0.4860009910802775,0.5059161105200374,0.4937758813830256,7027,8298,False
linear_svm,0.79,0.5287044759521824,0.4711967294350842,0.4982968688589021,0.4816751937591814,6781,8537,False
linear_svm,0.8,0.5301534692701203,0.4557730426164519,0.49015754588149085,0.46893123446561724,6521,8786,False
linear_svm,0.81,0.5317728261685047,0.4390485629335976,0.4809825942387948,0.45491303510686093,6241,9056,False
linear_svm,0.82,0.5321784118523164,0.42052775024777006,0.4698107331926231,0.43894585752524795,5968,9355,False
linear_svm,0.83,0.5338345864661654,0.40460852329038655,0.4603241719520789,0.4251939801072749,5704,9612,False
linear_svm,0.84,0.5352173166122659,0.38596382556987113,0.4484992442237098,0.4087617098323231,5411,9913,False
linear_svm,0.85,0.5370068765834238,0.3676288404360753,0.43646124430063243,0.3923811286824985,5117,10209,False
linear_svm,0.86,0.5385205059409736,0.3481169474727453,0.42287434161023324,0.3746067295899323,4816,10524,False
linear_svm,0.87,0.541739577972208,0.32600346878097125,0.4070536370315944,0.35421518084290154,4452,10881,False
linear_svm,0.88,0.5436226749335695,0.30413776015857286,0.3900540197013028,0.33352353005108143,4122,11234,False
linear_svm,0.89,0.5455202312138728,0.280599603567889,0.3705824607329843,0.31078485181119647,3774,11614,False
linear_svm,0.9,0.5483785572468564,0.2566278493557978,0.3496350056964429,0.2871858146982573,3412,12001,False
linear_svm,0.91,0.5524992605737947,0.23141724479682854,0.32620274163974505,0.2618520283719757,3026,12408,False
linear_svm,0.92,0.5521441681962289,0.20496778989098116,0.2989564981704838,0.23445138800323087,2684,12835,False
linear_svm,0.93,0.5565200617283951,0.1787041625371655,0.270536384096024,0.20678038990825687,2299,13259,False
